Employee_ID,Gender,Age,Department,Job_Level,Years_At_Company,Monthly_Salary_INR,Avg_Weekly_Hours,Performance_Rating,Promotion_Last_2_Years,Training_Hours_Last_Year,Attrition
EMP10343,Female,36,Consulting,Analyst,0.1,84622,50,3,Yes,61,Yes
EMP10344,Male,28,Advisory,Senior Analyst,5.3,79215,60,2,Yes,24,No
EMP10345,Male,34,Audit,Analyst,2.5,98973,60,3,Yes,63,No
EMP10346,Male,37,Audit,Analyst,2.8,133654,35,4,No,59,Yes
EMP10347,Female,41,Advisory,Analyst,2.2,168593,66,3,No,56,Yes
EMP10348,Female,28,Tax,Analyst,6.2,49028,49,3,No,69,No
EMP10349,Male,35,Tax,Manager,0.1,64328,55,2,No,51,Yes
EMP10350,Female,34,Consulting,Analyst,0.9,52301,52,4,No,55,Yes
EMP10351,Male,38,Audit,Senior Analyst,6.3,63015,64,4,No,62,Yes
EMP10352,Male,40,Advisory,Senior Analyst,4.2,61845,47,4,No,67,Yes
EMP10353,Female,27,Audit,Manager,0.1,111818,58,3,Yes,19,Yes
EMP10354,Female,23,Technology,Analyst,2.2,101394,64,3,No,53,No
EMP10355,Male,32,Tax,Senior Manager,2.3,68714,36,3,No,0,No
EMP10356,Female,41,Tax,Senior Analyst,1.5,105722,53,3,Yes,9,Yes
EMP10357,Female,44,Technology,Senior Manager,1.1,50230,59,5,No,22,Yes
EMP10358,Male,23,Audit,Manager,3.4,117554,48,3,No,50,No
EMP10359,Male,40,Tax,Analyst,0.7,74262,40,3,Yes,23,Yes
EMP10360,Female,34,Consulting,Analyst,4.8,66722,46,3,Yes,12,Yes
EMP10361,Male,35,Technology,Analyst,4.9,87796,54,4,Yes,28,No
EMP10362,Male,34,Consulting,Senior Analyst,1.6,112052,57,2,No,57,Yes
EMP10363,Female,27,Tax,Analyst,1.0,125808,64,3,No,42,Yes
EMP10364,Male,37,Technology,Analyst,1.0,161311,64,4,No,9,Yes
EMP10365,Male,32,Audit,Senior Analyst,2.0,116951,64,3,No,30,Yes
EMP10366,Female,40,Consulting,Analyst,3.8,75886,64,4,No,73,No
EMP10367,Female,24,Tax,Analyst,1.3,128424,68,2,No,13,Yes
EMP10368,Male,29,Consulting,Analyst,2.8,129697,50,4,No,33,No
EMP10369,Male,26,Consulting,Analyst,1.4,121299,58,2,No,16,Yes
EMP10370,Female,36,Audit,Analyst,1.1,174177,48,1,No,20,Yes
EMP10371,Female,42,Audit,Senior Analyst,0.1,39497,60,4,No,66,Yes
EMP10372,Female,42,Technology,Senior Analyst,0.0,157888,42,3,No,57,Yes
EMP10373,Female,41,Advisory,Manager,0.8,143915,48,3,No,78,Yes
EMP10374,Male,41,Audit,Senior Analyst,1.6,117019,65,3,Yes,7,Yes
EMP10375,Female,22,Consulting,Senior Analyst,5.7,134017,36,4,Yes,37,No
EMP10376,Female,44,Consulting,Analyst,4.8,94385,38,3,No,25,No
EMP10377,Male,28,Audit,Manager,0.9,130153,35,5,Yes,63,No
EMP10378,Female,31,Consulting,Manager,0.8,58826,54,5,No,29,No
EMP10379,Male,33,Consulting,Manager,0.8,135034,48,4,No,8,Yes
EMP10380,Female,37,Consulting,Senior Analyst,1.2,109242,59,3,Yes,31,Yes
EMP10381,Female,28,Tax,Analyst,2.1,148066,59,3,Yes,10,Yes
EMP10382,Female,41,Audit,Analyst,1.7,75100,37,4,Yes,33,Yes
EMP10383,Male,38,Advisory,Analyst,0.7,150170,39,2,Yes,17,No
EMP10384,Male,38,Advisory,Manager,0.4,160431,60,3,No,18,Yes
EMP10385,Female,34,Advisory,Senior Analyst,0.0,121205,38,2,No,53,Yes
EMP10386,Male,35,Advisory,Senior Analyst,0.5,37809,41,2,No,36,Yes
EMP10387,Male,26,Consulting,Analyst,3.7,89450,64,2,No,11,Yes
EMP10388,Male,31,Technology,Manager,0.8,63428,64,3,No,3,Yes
EMP10389,Male,33,Advisory,Analyst,1.9,97790,53,4,No,42,Yes
EMP10390,Male,21,Consulting,Analyst,2.7,136126,69,3,No,26,Yes
EMP10391,Male,26,Tax,Analyst,6.5,115321,67,3,No,50,Yes
EMP10392,Female,29,Advisory,Senior Analyst,6.6,27093,67,2,Yes,4,Yes
EMP10393,Female,28,Consulting,Senior Analyst,4.1,69498,48,3,Yes,5,Yes
EMP10394,Male,31,Audit,Manager,0.1,141251,44,3,Yes,76,Yes
EMP10395,Female,42,Audit,Analyst,2.6,65985,62,4,Yes,55,Yes
EMP10396,Female,39,Technology,Senior Analyst,4.6,57009,48,5,No,67,No
EMP10397,Female,44,Tax,Senior Analyst,0.1,153515,50,2,Yes,43,Yes
EMP10398,Female,29,Technology,Analyst,2.4,42718,55,3,No,14,Yes
EMP10399,Male,37,Advisory,Manager,5.9,41705,62,3,No,41,Yes
EMP10400,Female,32,Consulting,Manager,1.9,112618,67,5,No,10,Yes
EMP10401,Female,34,Audit,Senior Analyst,0.0,87598,40,4,No,72,Yes
EMP10402,Male,35,Advisory,Manager,0.0,102878,49,4,Yes,10,Yes
EMP10403,Male,36,Advisory,Senior Analyst,1.6,37239,37,3,No,65,Yes
EMP10404,Female,42,Technology,Analyst,0.5,71622,69,5,Yes,26,Yes
EMP10405,Female,42,Audit,Senior Analyst,3.3,71665,48,2,No,57,No
EMP10406,Female,40,Consulting,Analyst,3.7,57274,36,2,No,71,Yes
EMP10407,Female,21,Advisory,Analyst,0.6,167491,63,4,No,20,Yes
EMP10408,Female,30,Advisory,Analyst,6.6,133368,38,5,No,20,No
EMP10409,Female,28,Advisory,Senior Analyst,1.7,171075,60,2,No,71,Yes
EMP10410,Male,38,Tax,Senior Analyst,0.5,178060,46,2,Yes,0,Yes
EMP10411,Female,21,Audit,Analyst,4.3,133563,36,1,Yes,57,No
EMP10412,Female,22,Tax,Senior Analyst,4.7,161746,51,2,No,12,No
EMP10413,Male,21,Advisory,Manager,3.1,118103,69,3,No,72,Yes
EMP10414,Male,21,Technology,Analyst,5.8,91446,44,5,No,5,Yes
EMP10415,Male,29,Tax,Analyst,4.0,54072,56,4,Yes,57,No
EMP10416,Male,33,Consulting,Manager,6.4,58717,55,4,No,16,Yes
EMP10417,Female,21,Consulting,Analyst,1.7,142202,49,4,No,72,Yes
EMP10418,Female,33,Technology,Senior Analyst,4.1,147389,69,3,No,11,No
EMP10419,Female,40,Consulting,Analyst,24.9,134525,55,4,No,51,No
EMP10420,Female,42,Technology,Senior Analyst,3.9,29646,55,3,No,75,Yes
EMP10421,Female,27,Audit,Senior Analyst,0.4,64713,55,3,Yes,69,Yes
EMP10422,Female,22,Advisory,Senior Analyst,2.2,92936,66,3,No,72,Yes
EMP10423,Male,26,Tax,Manager,2.7,47185,39,3,Yes,51,Yes
EMP10424,Female,27,Technology,Manager,0.6,109263,43,4,Yes,36,Yes
EMP10425,Male,34,Consulting,Manager,9.9,77107,52,5,No,2,Yes
EMP10426,Male,38,Tax,Senior Analyst,0.6,42563,55,3,No,7,Yes
EMP10427,Female,35,Consulting,Analyst,0.6,95729,42,4,No,9,Yes
EMP10428,Male,22,Audit,Senior Analyst,7.4,40701,68,2,No,46,Yes
EMP10429,Female,30,Advisory,Analyst,1.9,153331,44,4,No,40,Yes
EMP10430,Male,43,Advisory,Manager,0.2,124280,58,3,Yes,63,Yes
EMP10431,Female,32,Technology,Analyst,2.7,63665,58,1,No,41,Yes
EMP10432,Male,37,Consulting,Senior Analyst,2.8,40957,66,3,Yes,42,Yes
EMP10433,Female,28,Audit,Analyst,0.2,71008,67,4,No,8,Yes
EMP10434,Female,31,Audit,Manager,10.8,86920,68,2,No,13,Yes
EMP10435,Female,23,Consulting,Manager,2.4,138828,45,5,No,3,Yes
EMP10436,Female,26,Consulting,Analyst,2.5,148852,65,2,No,1,No
EMP10437,Female,29,Tax,Manager,2.2,157698,52,5,Yes,0,Yes
EMP10438,Male,26,Consulting,Analyst,2.8,115815,57,4,No,74,No
EMP10439,Male,29,Technology,Senior Analyst,0.9,63311,56,3,Yes,64,Yes
EMP10440,Male,27,Technology,Manager,1.0,57356,52,3,Yes,45,Yes
EMP10441,Female,29,Advisory,Analyst,2.1,28809,54,4,Yes,58,No
EMP10442,Male,38,Technology,Senior Manager,4.9,59875,47,4,No,74,No
EMP10443,Female,32,Tax,Analyst,0.2,34465,35,4,No,6,Yes
EMP10444,Female,28,Consulting,Analyst,2.8,98844,38,3,No,65,Yes
EMP10445,Male,28,Audit,Manager,4.9,111889,58,3,No,14,No
EMP10446,Male,38,Consulting,Analyst,0.5,40250,36,5,No,71,Yes
EMP10447,Female,40,Advisory,Senior Manager,0.0,71023,62,3,No,46,Yes
EMP10448,Male,35,Technology,Senior Manager,1.1,126350,60,3,No,39,Yes
EMP10449,Female,27,Consulting,Analyst,2.7,41427,57,3,No,41,Yes
EMP10450,Female,31,Technology,Senior Analyst,0.4,96643,49,4,No,50,Yes
EMP10451,Female,40,Advisory,Analyst,1.7,159511,61,4,Yes,34,Yes
EMP10452,Female,36,Audit,Analyst,2.4,103672,40,3,No,40,No
EMP10453,Female,24,Technology,Analyst,2.7,42300,69,2,No,56,No
EMP10454,Male,26,Consulting,Analyst,1.0,85289,69,1,Yes,37,Yes
EMP10455,Male,42,Consulting,Analyst,1.5,173254,44,3,No,71,Yes
EMP10456,Female,23,Advisory,Analyst,4.5,44659,64,3,Yes,7,No
EMP10457,Female,29,Audit,Senior Manager,8.5,35360,63,5,Yes,73,Yes
EMP10458,Male,30,Advisory,Manager,5.9,46424,38,3,Yes,62,No
EMP10459,Male,34,Consulting,Senior Analyst,2.5,123035,39,3,No,3,Yes
EMP10460,Female,31,Consulting,Senior Analyst,1.6,73791,38,4,No,47,Yes
EMP10461,Male,38,Technology,Manager,1.2,159137,50,3,No,51,Yes
EMP10462,Female,42,Consulting,Analyst,0.4,37300,59,3,Yes,37,Yes
EMP10463,Male,32,Audit,Senior Analyst,0.3,58370,48,2,No,4,Yes
EMP10464,Female,43,Consulting,Senior Manager,3.5,52209,45,3,No,69,Yes
EMP10465,Male,32,Technology,Analyst,0.9,45927,63,5,Yes,23,Yes
EMP10466,Female,33,Audit,Senior Analyst,0.9,59579,68,3,No,76,Yes
EMP10467,Male,33,Audit,Manager,19.0,34032,56,3,Yes,16,Yes
EMP10468,Male,39,Audit,Manager,0.6,118254,48,4,Yes,77,No
EMP10469,Female,39,Audit,Senior Analyst,0.5,103413,58,5,No,25,Yes
EMP10470,Male,43,Tax,Analyst,0.3,138528,60,3,No,2,Yes
EMP10471,Female,34,Tax,Analyst,2.6,148916,50,3,Yes,1,Yes
EMP10472,Male,24,Consulting,Analyst,3.0,97302,66,5,Yes,1,Yes
EMP10473,Female,33,Advisory,Manager,1.4,110757,40,2,Yes,21,Yes
EMP10474,Male,28,Consulting,Analyst,2.3,40932,68,4,Yes,70,Yes
EMP10475,Female,43,Technology,Manager,4.7,50714,42,4,Yes,3,No
EMP10476,Male,41,Technology,Analyst,5.1,82803,64,4,No,37,Yes
EMP10477,Female,43,Consulting,Analyst,9.5,158624,61,3,No,69,Yes
EMP10478,Male,39,Technology,Senior Analyst,5.2,81627,41,3,No,72,Yes
EMP10479,Female,32,Tax,Senior Analyst,2.5,104810,61,4,No,51,Yes
EMP10480,Female,38,Consulting,Analyst,0.6,70380,59,3,No,30,Yes
EMP10481,Female,26,Audit,Analyst,0.3,89686,49,3,Yes,25,Yes
EMP10482,Male,38,Consulting,Senior Analyst,0.2,145321,59,2,Yes,35,Yes
EMP10483,Female,39,Tax,Analyst,3.3,70028,56,1,No,25,Yes
EMP10484,Male,42,Technology,Analyst,4.9,171367,52,5,Yes,27,Yes
EMP10485,Female,25,Tax,Manager,2.1,138141,46,3,Yes,4,No
EMP10486,Male,44,Technology,Senior Analyst,0.2,80248,57,5,Yes,73,Yes
EMP10487,Female,29,Advisory,Analyst,2.3,35523,59,2,No,17,Yes
EMP10488,Male,23,Tax,Manager,8.2,70530,44,3,No,14,No
EMP10489,Male,30,Tax,Senior Manager,2.7,38769,64,3,No,56,Yes
EMP10490,Female,39,Consulting,Senior Analyst,5.0,137035,44,4,No,4,No
EMP10491,Male,23,Advisory,Senior Analyst,4.8,104782,68,4,No,36,Yes
EMP10492,Male,42,Tax,Manager,8.1,103382,47,2,No,21,Yes
EMP10493,Female,35,Audit,Senior Manager,4.4,135939,63,5,Yes,51,Yes
EMP10494,Male,21,Tax,Manager,4.1,169542,43,2,Yes,14,No
EMP10495,Male,27,Audit,Analyst,0.8,103712,47,4,Yes,16,Yes
EMP10496,Male,32,Consulting,Senior Analyst,0.2,143643,48,5,Yes,50,Yes
EMP10497,Female,37,Tax,Senior Analyst,2.2,132417,43,4,Yes,44,Yes
EMP10498,Male,41,Consulting,Analyst,0.4,162877,42,5,Yes,62,Yes
EMP10499,Female,44,Audit,Analyst,9.8,153256,37,3,No,27,Yes
EMP10500,Male,40,Consulting,Manager,1.0,126422,67,2,No,58,Yes
EMP10501,Male,25,Technology,Senior Analyst,5.8,114300,66,2,No,20,Yes
EMP10502,Male,24,Audit,Analyst,1.5,31630,41,3,No,41,Yes
EMP10503,Female,32,Technology,Senior Analyst,1.2,149474,53,4,No,68,No
EMP10504,Male,40,Audit,Analyst,8.2,123869,68,2,No,16,Yes
EMP10505,Male,44,Technology,Analyst,1.4,40701,48,4,No,67,Yes
EMP10506,Female,38,Technology,Manager,1.5,170931,53,3,Yes,6,Yes
EMP10507,Male,37,Consulting,Analyst,0.3,177255,60,3,Yes,39,Yes
EMP10508,Female,39,Consulting,Analyst,3.3,122285,51,4,No,39,Yes
EMP10509,Female,29,Consulting,Senior Manager,1.0,142556,62,3,No,42,Yes
EMP10510,Male,24,Advisory,Analyst,2.6,40021,53,4,Yes,72,No
EMP10511,Female,41,Audit,Analyst,2.7,89361,61,2,Yes,50,No
EMP10512,Male,22,Audit,Senior Manager,3.8,157317,53,4,No,72,No
EMP10513,Female,24,Audit,Senior Analyst,4.1,35355,67,2,Yes,22,Yes
EMP10514,Female,22,Consulting,Senior Analyst,2.2,123841,41,2,No,31,No
EMP10515,Male,35,Consulting,Manager,1.2,42198,63,4,Yes,30,Yes
EMP10516,Female,22,Advisory,Analyst,5.5,91951,39,4,No,16,Yes
EMP10517,Female,24,Technology,Senior Analyst,1.1,157724,64,3,Yes,57,Yes
EMP10518,Female,26,Consulting,Senior Analyst,2.1,43740,42,3,No,34,Yes
EMP10519,Female,27,Advisory,Manager,1.5,28810,46,3,Yes,29,Yes
EMP10520,Female,30,Consulting,Senior Analyst,5.8,148743,47,3,No,63,No
EMP10521,Male,39,Tax,Senior Analyst,1.7,172641,60,4,No,52,Yes
EMP10522,Female,39,Technology,Senior Analyst,1.5,124855,52,4,No,50,Yes
EMP10523,Male,42,Technology,Senior Analyst,3.5,51783,54,2,No,36,No
EMP10524,Female,32,Technology,Manager,2.8,146701,50,3,No,5,Yes
EMP10525,Male,23,Audit,Senior Analyst,0.3,103047,37,4,No,33,Yes
EMP10526,Male,33,Tax,Senior Analyst,2.1,34471,61,3,No,55,Yes
EMP10527,Female,38,Tax,Senior Analyst,4.0,135771,49,4,No,24,No
EMP10528,Female,28,Audit,Senior Analyst,14.5,31163,68,2,No,12,Yes
EMP10529,Female,41,Technology,Senior Analyst,3.0,87071,56,4,Yes,62,Yes
EMP10530,Male,35,Audit,Manager,1.4,41065,57,2,No,65,Yes
EMP10531,Female,21,Advisory,Senior Analyst,0.8,147323,38,4,No,4,No
EMP10532,Male,23,Audit,Manager,6.2,142969,57,3,No,74,Yes
EMP10533,Male,28,Consulting,Manager,5.1,108456,43,3,No,10,Yes
EMP10534,Male,24,Tax,Senior Analyst,0.8,44154,58,4,No,77,Yes
EMP10535,Female,36,Advisory,Senior Analyst,0.7,130703,55,2,No,43,Yes
EMP10536,Female,43,Consulting,Manager,3.8,45229,50,3,No,68,Yes
EMP10537,Male,30,Consulting,Senior Analyst,1.1,77587,59,3,No,1,Yes
EMP10538,Male,32,Tax,Manager,1.1,74713,60,3,No,39,Yes
EMP10539,Female,34,Audit,Senior Analyst,0.5,46101,43,5,No,36,Yes
EMP10540,Male,34,Consulting,Senior Analyst,0.9,65391,49,4,No,48,Yes
EMP10541,Female,22,Technology,Analyst,1.7,97723,67,2,No,74,Yes
EMP10542,Male,43,Tax,Analyst,4.0,125264,35,4,No,35,Yes
EMP10543,Female,25,Consulting,Senior Manager,1.2,62921,39,3,No,74,Yes
EMP10544,Male,25,Tax,Senior Analyst,1.2,53460,43,5,Yes,72,Yes
EMP10545,Female,26,Tax,Senior Analyst,1.0,177143,40,3,No,69,Yes
EMP10546,Male,33,Technology,Manager,2.0,116725,62,3,No,33,Yes
EMP10547,Female,29,Consulting,Senior Analyst,0.6,83445,60,3,Yes,57,Yes
EMP10548,Female,42,Audit,Senior Analyst,2.0,107208,62,3,Yes,36,No
EMP10549,Male,35,Consulting,Manager,3.7,131283,49,3,No,59,Yes
EMP10550,Male,34,Consulting,Senior Analyst,0.1,110779,40,3,No,11,Yes
EMP10551,Female,44,Advisory,Analyst,0.0,28060,61,4,No,31,Yes
EMP10552,Male,27,Audit,Senior Analyst,0.2,150806,38,3,No,3,Yes
EMP10553,Female,40,Advisory,Senior Analyst,2.3,38731,45,5,No,32,Yes
EMP10554,Male,22,Consulting,Analyst,5.8,102830,55,3,No,42,Yes
EMP10555,Female,27,Consulting,Senior Analyst,0.0,140871,64,4,Yes,8,Yes
EMP10556,Female,26,Technology,Analyst,8.3,45719,52,5,No,50,No
EMP10557,Female,37,Consulting,Analyst,0.3,74116,69,4,Yes,19,Yes
EMP10558,Female,22,Audit,Analyst,5.5,51325,37,4,No,38,Yes
EMP10559,Female,23,Tax,Analyst,2.0,178669,46,4,No,22,Yes
EMP10560,Female,25,Audit,Senior Analyst,3.2,39551,61,3,No,40,Yes
EMP10561,Male,25,Tax,Manager,2.1,118287,64,4,No,43,No
EMP10562,Male,21,Tax,Senior Analyst,1.9,49278,55,2,Yes,34,Yes
EMP10563,Male,28,Consulting,Analyst,5.4,40141,55,3,No,22,No
EMP10564,Female,32,Tax,Analyst,4.2,92913,49,3,Yes,57,Yes
EMP10565,Female,44,Consulting,Analyst,2.0,58615,52,4,Yes,47,Yes
EMP10566,Female,24,Consulting,Senior Analyst,0.4,147058,63,3,No,57,Yes
EMP10567,Female,33,Audit,Analyst,0.4,137684,55,3,Yes,56,Yes
EMP10568,Male,43,Consulting,Senior Analyst,4.9,52452,51,3,No,38,No
EMP10569,Male,35,Technology,Analyst,2.3,178797,52,5,No,27,Yes
EMP10570,Female,31,Consulting,Manager,2.0,75391,46,2,Yes,63,Yes
EMP10571,Male,30,Consulting,Analyst,3.4,145288,45,1,Yes,61,Yes
EMP10572,Male,23,Consulting,Analyst,5.9,138535,54,3,No,61,Yes
EMP10573,Female,42,Advisory,Manager,3.0,167770,43,5,No,25,Yes
EMP10574,Male,34,Audit,Analyst,4.3,111711,35,5,No,50,Yes
EMP10575,Female,36,Consulting,Analyst,4.3,102850,37,4,No,49,No
EMP10576,Male,30,Tax,Senior Analyst,1.3,134733,55,4,No,35,Yes
EMP10577,Female,30,Audit,Senior Analyst,1.0,27365,57,3,No,25,Yes
EMP10578,Female,32,Audit,Senior Analyst,4.8,122662,43,5,Yes,32,No
EMP10579,Female,29,Audit,Analyst,1.4,68372,53,2,No,67,Yes
EMP10580,Female,21,Consulting,Analyst,7.0,69134,53,2,No,72,Yes
EMP10581,Male,25,Technology,Analyst,0.2,62823,57,2,No,7,Yes
EMP10582,Female,40,Audit,Analyst,0.2,96158,61,3,No,65,Yes
EMP10583,Female,28,Audit,Manager,7.9,121076,61,4,No,22,Yes
EMP10584,Female,31,Consulting,Senior Analyst,3.1,158021,46,3,Yes,69,No
EMP10585,Male,32,Tax,Analyst,1.4,74396,61,5,No,54,Yes
EMP10586,Female,21,Advisory,Senior Analyst,4.2,133336,68,3,No,42,Yes
EMP10587,Male,42,Consulting,Analyst,3.3,56912,67,2,No,20,Yes
EMP10588,Female,40,Tax,Manager,2.3,81947,62,3,Yes,21,Yes
EMP10589,Male,31,Advisory,Analyst,0.3,69387,65,4,No,8,Yes
EMP10590,Male,25,Technology,Analyst,5.0,41508,66,4,No,33,No
EMP10591,Female,35,Tax,Senior Analyst,6.0,70592,54,3,No,58,Yes
EMP10592,Male,25,Consulting,Senior Analyst,0.6,134249,69,3,Yes,25,Yes
EMP10593,Female,32,Consulting,Senior Analyst,5.7,26919,65,3,No,0,Yes
EMP10594,Female,25,Audit,Analyst,6.3,67595,65,4,Yes,4,Yes
EMP10595,Female,37,Consulting,Analyst,2.4,165689,56,5,No,40,Yes
EMP10596,Male,37,Technology,Senior Analyst,3.2,58298,43,1,No,62,No
EMP10597,Male,44,Consulting,Analyst,1.4,163001,43,4,Yes,21,Yes
EMP10598,Female,32,Audit,Manager,1.0,39456,49,3,No,67,Yes
EMP10599,Female,44,Tax,Analyst,3.8,134599,47,3,No,47,No
EMP10600,Male,35,Consulting,Senior Analyst,5.9,111676,56,5,No,65,Yes
EMP10601,Female,35,Audit,Senior Analyst,3.2,108721,50,3,No,15,No
EMP10602,Female,26,Consulting,Analyst,2.1,62924,66,3,No,79,No
EMP10603,Female,32,Consulting,Senior Analyst,0.5,49240,36,2,No,52,Yes
EMP10604,Male,40,Tax,Manager,0.2,112381,60,3,No,64,Yes
EMP10605,Male,38,Audit,Analyst,1.8,34228,48,4,No,78,Yes
EMP10606,Male,34,Consulting,Manager,0.2,46686,68,4,No,63,Yes
EMP10607,Female,22,Consulting,Senior Analyst,2.5,36920,42,5,Yes,67,Yes
EMP10608,Female,29,Consulting,Analyst,1.4,32432,55,3,No,62,Yes
EMP10609,Female,25,Advisory,Analyst,4.2,135507,62,2,No,61,Yes
EMP10610,Male,40,Consulting,Analyst,1.1,155509,40,1,No,70,Yes
EMP10611,Female,21,Consulting,Senior Analyst,2.7,96725,54,3,No,44,Yes
EMP10612,Female,43,Technology,Manager,2.3,146764,65,5,No,51,Yes
EMP10613,Female,23,Advisory,Manager,0.0,84099,67,4,No,73,Yes
EMP10614,Female,26,Audit,Senior Manager,0.2,137557,41,3,No,64,Yes
EMP10615,Male,25,Advisory,Manager,1.0,111760,42,4,No,1,Yes
EMP10616,Male,41,Tax,Senior Analyst,6.4,43013,43,4,Yes,48,No
EMP10617,Female,25,Tax,Analyst,0.5,46446,36,1,No,21,Yes
EMP10618,Male,21,Audit,Senior Analyst,3.7,130209,51,4,No,28,Yes
EMP10619,Male,37,Technology,Analyst,10.9,127261,51,3,No,34,No
EMP10620,Female,39,Consulting,Senior Analyst,4.7,120739,69,2,No,75,No
EMP10621,Female,34,Audit,Analyst,0.8,25557,64,3,Yes,23,Yes
EMP10622,Male,32,Audit,Analyst,7.2,155878,40,3,Yes,29,No
EMP10623,Female,30,Audit,Analyst,0.3,124143,38,3,No,41,Yes
EMP10624,Male,40,Tax,Analyst,1.9,49578,69,3,No,70,Yes
EMP10625,Female,41,Audit,Senior Analyst,6.6,99779,43,2,No,49,Yes
EMP10626,Male,38,Audit,Senior Analyst,3.1,165668,40,4,No,70,Yes
EMP10627,Female,44,Technology,Senior Analyst,1.6,82500,47,5,Yes,59,Yes
EMP10628,Male,31,Consulting,Senior Analyst,1.0,97534,56,4,Yes,29,Yes
EMP10629,Male,22,Audit,Senior Analyst,1.4,35129,62,3,No,11,Yes
EMP10630,Male,38,Audit,Analyst,2.1,36596,64,3,No,48,Yes
EMP10631,Female,27,Audit,Analyst,1.2,90355,36,3,No,45,No
EMP10632,Male,44,Audit,Senior Analyst,10.4,37974,42,2,No,42,Yes
EMP10633,Male,35,Advisory,Senior Analyst,8.1,137004,43,3,No,1,Yes
EMP10634,Female,31,Audit,Analyst,6.1,151794,35,4,Yes,74,No
EMP10635,Female,38,Audit,Analyst,1.6,95202,47,4,No,79,Yes
EMP10636,Male,43,Tax,Analyst,3.5,99442,49,4,No,53,Yes
EMP10637,Male,32,Advisory,Senior Analyst,7.0,177890,66,3,Yes,34,Yes
EMP10638,Female,26,Consulting,Analyst,5.7,80598,68,3,No,51,No
EMP10639,Female,40,Consulting,Senior Analyst,1.6,158726,65,4,No,32,Yes
EMP10640,Female,43,Consulting,Manager,0.4,58758,48,3,No,71,Yes
EMP10641,Female,33,Consulting,Analyst,0.2,49204,48,3,No,50,No
EMP10642,Female,40,Consulting,Senior Manager,2.6,152309,63,3,No,25,No
EMP10643,Male,36,Consulting,Senior Analyst,3.1,55552,53,3,Yes,61,No
EMP10644,Female,38,Technology,Senior Analyst,5.7,166408,61,2,Yes,60,No
EMP10645,Male,30,Audit,Senior Analyst,1.0,72037,43,4,Yes,25,No
EMP10646,Male,43,Tax,Senior Analyst,0.5,172278,62,4,No,36,Yes
EMP10647,Male,28,Audit,Senior Analyst,1.4,59831,58,3,Yes,29,Yes
EMP10648,Female,38,Tax,Analyst,1.3,68563,62,2,No,10,Yes
EMP10649,Male,41,Advisory,Analyst,0.4,43361,52,4,Yes,52,Yes
EMP10650,Male,21,Tax,Analyst,3.3,66335,59,3,No,40,Yes
EMP10651,Female,43,Audit,Analyst,2.1,99469,69,3,Yes,4,No
EMP10652,Male,28,Advisory,Analyst,3.8,50816,38,2,No,65,Yes
EMP10653,Male,26,Consulting,Analyst,1.3,171691,48,3,Yes,12,No
EMP10654,Female,25,Tax,Analyst,1.2,117479,60,4,No,62,Yes
EMP10655,Male,35,Consulting,Senior Analyst,1.9,51819,42,4,No,24,Yes
EMP10656,Male,42,Consulting,Manager,6.3,167813,58,3,No,43,No
EMP10657,Male,35,Consulting,Manager,0.1,147330,50,3,Yes,13,No
EMP10658,Female,22,Consulting,Senior Analyst,4.9,33798,54,2,Yes,68,Yes
EMP10659,Female,21,Consulting,Senior Analyst,1.4,74695,49,2,No,58,Yes
EMP10660,Female,43,Audit,Manager,5.8,154544,41,5,No,55,Yes
EMP10661,Male,43,Technology,Analyst,4.9,177254,51,4,No,51,Yes
EMP10662,Male,31,Tax,Analyst,1.3,34415,56,3,No,65,Yes
EMP10663,Female,30,Technology,Manager,3.6,167157,56,4,No,67,Yes
EMP10664,Male,38,Audit,Senior Analyst,0.5,171080,46,4,No,11,Yes
EMP10665,Male,38,Technology,Senior Analyst,6.8,112638,52,4,No,74,Yes
EMP10666,Female,37,Tax,Analyst,1.6,43452,49,1,No,67,Yes
EMP10667,Female,28,Advisory,Analyst,1.8,164192,50,2,Yes,42,No
EMP10668,Male,35,Advisory,Manager,3.7,135205,39,4,No,72,Yes
EMP10669,Male,28,Consulting,Senior Analyst,5.2,43170,36,3,Yes,73,Yes
EMP10670,Male,37,Tax,Analyst,0.8,41259,62,5,No,5,Yes
EMP10671,Female,32,Consulting,Analyst,3.2,47099,61,4,No,14,Yes
EMP10672,Female,28,Audit,Senior Analyst,1.5,165721,65,5,No,41,Yes
EMP10673,Female,34,Consulting,Senior Analyst,1.4,154394,35,3,No,30,Yes
EMP10674,Female,24,Technology,Analyst,3.5,84258,63,4,No,52,Yes
EMP10675,Male,21,Technology,Manager,1.5,36805,35,3,No,5,Yes
EMP10676,Female,21,Technology,Analyst,1.3,68147,42,5,No,32,Yes
EMP10677,Female,39,Advisory,Analyst,5.4,99280,50,2,Yes,28,Yes
EMP10678,Female,36,Audit,Senior Analyst,0.3,131777,62,3,Yes,20,Yes
EMP10679,Female,34,Audit,Analyst,3.4,122841,56,4,No,53,Yes
EMP10680,Female,41,Audit,Manager,0.9,149726,52,3,Yes,55,No
EMP10681,Male,36,Audit,Senior Analyst,0.0,153359,56,3,No,20,Yes
EMP10682,Male,25,Consulting,Manager,0.5,101215,46,5,No,54,Yes
EMP10683,Female,29,Audit,Analyst,2.8,137909,53,3,No,57,No
EMP10684,Male,22,Consulting,Analyst,3.7,120365,59,4,No,63,Yes
